date,country,order_number,SKU,model,original text,summary,is_complaint,categories
2025-01-14 00:00:00,US,112-3900569-0011403,AU-PJ-BM503H-USBK0,BM503H,works good at first now develops shadows white spots nofilter on cooling fan cleaning lens doesnt help,Initially works well but now shows shadows and white spots; cleaning the fan and lens did not resolve the issue.,TRUE,"['Display Issue', 'Other Hardware Issue']"
2025-01-09 00:00:00,UK,203-9133024-5172346,AU-PJ-BM503H-GBBK0,BM503H,"Good evening,
We purchased the Aurzen Boom 3 projector in May 2024. The projector has only been used for occasions such as sporting events, meaning that the amount of time it°Øs been in use is extremely below its anticipated life expectancy.
However, we°Øve been having a few issues with it. The speaker quality has been rather poor. At 50% volume the sound is °Ætinny°Ø. And more recently the light has been cutting out. The sound still plays however the image can°Øt be viewed as there is no light coming from the unit. It remains like this for several minutes then the light comes back on and it continues to work.","Customer reports poor speaker quality with tinny sound at 50% volume and intermittent light cutting out on the projector, causing the image to disappear while sound continues.",TRUE,"['Sound Issue', 'Other Hardware Issue']"
2025-01-13 00:00:00,UK,202-6685310-2278725,AU-PJ-BM503H-GBGD0,BM503H,"I purchased your Boom projector from Amazon in October but it the auto correction has stopped?working ...
I have to adjust the screen shape / angles everytime I use it which is rather?annoying do you have something I can update the software with to fix it?","The auto correction feature on the Boom projector has stopped working, requiring manual adjustment each time it is used. The user is inquiring about a software update to fix the issue.",TRUE,['Software Issue']
2025-01-09 00:00:00,CA,701-1929896-9749010,AU-PJ-BM503H-CABK0,BM503H,"Hi Team, Thank you for reaching out. I did notice some spots when the scene goes all black and I thought its a defect and planned to return the device. Let me know if you can help with this.
Regards,
Gautam","The user noticed some spots on the device when the screen goes all black and considered it a defect, seeking assistance.",TRUE,['Display Issue']
2025-01-10 00:00:00,US,111-7842848-7981059,AU-PJ-BM503H-USBK0,BM503H,"After 9 months of use, the projector began to malfunction, flickering the image. The bulb turns off for 3 minutes, then turns on for 7 minutes and 30 seconds, repeating this cycle constantly.",Projector image flickers and bulb cycles off and on repeatedly after 9 months of use.,TRUE,['Other Hardware Issue']
2025-01-13 00:00:00,US,111-1971980-3152205,AU-PJ-BM503H-USBK0,BM503H,"I haven°Øt even had this projector for a year and it stopped working
The light comes on too but doesn°Øt turn on
Spent all this money for it to not even last a year with no drops or spills or anything",The projector stopped working within a year despite no physical damage; the light turns on but the device doesn't fully power up.,TRUE,"['On/Off Issue', 'Other Hardware Issue']"
2025-01-13 00:00:00,CA,701-5040629-4848218,AU-PJ-BM503H-CABK0,BM503H,"Hi, I did buy a boom 3 on amazon , order number #?701-5040629-4848218 , my device has a black dot since the first use, I activated the warranty, is it for case like this or if there's a way to clean the lens or not and it's a dead pixel, on my end I can't clean more the lens from the outside",Customer reports a black dot (dead pixel) on their Boom 3 device from first use and inquires about warranty coverage and cleaning options.,TRUE,"['Display Issue', 'Other Hardware Issue']"
2025-01-13 00:00:00,US,113-0864770-7993027,AU-PJ-BM503H-USGD0,BM503H,Please note that my projector picture has a round smuge at the bottom closer to the right corner it is like a faded round smudge the size of a pinpong ball when o put the projector about 230 centimeter far fromthe screen it show very much when the colors are dark and mostly on black....i kindly need your support as this is bothering sooo much,"The projector displays a faded round smudge near the bottom right corner, especially visible with dark colors, causing significant annoyance.",TRUE,"['Display Issue', 'Other Hardware Issue']"
2025-01-10 00:00:00,US,113-6214456-7609826,AU-PJ-BM503H-USBK0,BM503H,"Good morning,?
?I have gotten the boom 3
?And now the light won't come on, the lens moves it turns on, but there is no light, nothing is being projected.
?I need help with your product.?",The user reports that their Boom 3 device powers on but does not emit any light or project an image.,TRUE,['Other Hardware Issue']
2025-01-13 00:00:00,US,113-2213820-0794657,AU-PJ-BM503H-USBK0,BM503H,"Good afternoon, i may be having some bulb or screen issues with my projector. It looks like a brown round spot on the screen that wont go away. Do these projectors have a warranty? If so I have no issue sending mine back to be looked at",User reports a persistent brown round spot on the projector screen and inquires about warranty and return options.,TRUE,"['Display Issue', 'Other Hardware Issue']"
2025-01-10 00:00:00,CA,701-8778415-0340256,AU-PJ-BM503H-CABK0,BM503H,"I have purchased Aurzen Boom 3 recently and it stop projecting on to the wall, I can see the screen light up from inside through the lens but not projecting the picture out. I'm leaving my Amazon order details below. Please help me out with this and let me know what will be the best way to fix this issue.",The projector lights up internally but fails to project the image onto the wall.,TRUE,['Other Hardware Issue']
2025-01-10 00:00:00,CA,701-0292691-1813037,AU-PJ-BM503H-CABK0,BM503H,"Got my projector today. How come the °∞sound°± entry in the settings menu is greyed out? I want to apply a °∞voice enhancement°± or still °∞dialogue enhancement°± function like it exists on other Aurzen projectors for my Bluetooth speaker and although the °∞sound°± line is clearly present in the settings menu it is greyed out, inaccessible. Can you fix this with a software update please? Or is mOh yeah, there is no lens protector in the package ®C is that normal? Do you sell a lens cover? 
y new projector faulty and I must return it?","The user is experiencing a greyed-out 'sound' option in the projector settings, preventing them from applying voice or dialogue enhancement for their Bluetooth speaker. Additionally, the package did not include a lens protector, and the user is asking if it is supposed to be included or sold separately, and whether the projector is faulty.",TRUE,"['Sound Issue', 'Software Issue', 'Accessory Issue']"
2025-01-10 00:00:00,CA,702-8079172-9600230,AU-PJ-BM503H-CABK0,BM503H,"My Aurzen Boom 3 smart projector is not turning on, please help.",The Aurzen Boom 3 smart projector is not turning on.,TRUE,['On/Off Issue']
2025-01-10 00:00:00,US,112-1370619-2020263,AU-PJ-BM503H-USBK0,BM503H,My remote is not working,The remote control is not functioning.,TRUE,['Other Hardware Issue']
2025-01-10 00:00:00,US,114-3372559-5420230,AU-PJ-BM503H-USBK0,BM503H,"Hello, I purchased my projector and when I plugged it in, I noticed a dark part of the screen and saw an orange part on the inside of the lens. It looks like the bulb is burnt. Is there any chance I could get a replacement projector?","Customer reports a dark area on the projector screen and an orange part inside the lens, suspecting a burnt bulb and requesting a replacement.",TRUE,['Other Hardware Issue']
2025-01-10 00:00:00,UK,Aurzen1253,AU-PJ-BM503H-GBGD0,BM503H,"We have recently purchased the Boom 3 projector. But we tried turning it off today and it wouldn°Øt work via the remote or the button on the device. We had to turn it off via the mains.
Do you know why this is? Or do we need a replacement?","Customer reports that the Boom 3 projector cannot be turned off using the remote or device button and had to be powered off by disconnecting the mains, asking if this is a known issue or if a replacement is needed.",TRUE,['On/Off Issue']
2025-01-08 00:00:00,US,113-0163544-5157064,AU-PJ-BM503H-USBK0,BM503H,"I have tried to reset to factory settings
Auto correct,focus and continue looks blurry!",User reports blurry display issues after attempting a factory reset affecting auto-correct and focus features.,TRUE,"['Display Issue', 'Software Issue']"
2025-01-08 00:00:00,US,112-6557524-5189064,AU-PJ-BM503H-USBK0,BM503H,Name: Dinesh Theedu. Email: dineshreddy.cheedu@gmail.com. Issue began 1 month ago. began seeing black and brown spots.,User has been experiencing black and brown spots on the display for the past month.,TRUE,['Display Issue']
2025-01-10 00:00:00,US,114-6877262-9009001,AU-PJ-BM503H-USGD0,BM503H,"The boom 3 projector has been great first, I actually just starting noticing the orange color dot in the middle of my screen. The projector also been making a weird loud sound when it°Øs off.",User noticed an orange dot appearing on the projector screen and a loud sound from the projector when it is off.,TRUE,"['Display Issue', 'Sound Issue', 'Other Hardware Issue']"
2025-01-10 00:00:00,CA,701-5195845-6603469,AU-PJ-BM503H-CABK0,BM503H,"""Simple d'utilisation, tr®®s belle qualit®¶ d'image. Pas de distorsion. Le son aurait pu ®∫tre meilleur, je m'attendais ®§ mieux vu les commentaires. Le connecter ®§ une barre de son pour retrouver du son sur l'avant venant de l'image me semble indispensable. Apr®®s 'lavoir install®¶ dans une boite en bois, le son fait moins ®¶cho, je nai plus l'impression d'®∫tre sous l'eau. De plus cela coupe le petit courant d'air qui m'envoyait de l'air frais d? ®§ la ventilation de l'appareil.
Il est regrettable de ne pas avoir d'acc®®s au Playstore et d'y installer nos applications. Celles qui sont offertes ne sont pas suffisantes et plus adapt®¶es ®§ une client®®le US & anglophone.
Un beau et bon produit mais qui aurait besoin d'un peu plus de perfectionnement.
L'application Disney+ ne permet pas de se connecter d? ®§ un bug sans doute. J'ai install®¶ un roku 4k et cela compl®®te tellement ce projecteur devenu plaisant ®§ utiliser.""",The user finds the device easy to use with good image quality but is disappointed by the sound quality and lack of Playstore access. They also report a bug with the Disney+ app preventing connection and mention using an external device to improve functionality.,TRUE,"['Sound Issue', 'Software Issue', 'Specification Mismatch']"
2025-01-09 00:00:00,US,112-4027449-2868266,AU-PJ-BM503H-USBK0,BM503H,My projector has been cutting out and now has a massive brown spot in the middle.? I've had it for under a year.? I was hoping you could send me a replacement?,"Projector is malfunctioning with a cutting out issue and a large brown spot on the display, requesting a replacement.",TRUE,"['Display Issue', 'Other Hardware Issue']"
2025-01-08 00:00:00,US,112-5215765-1569013,AU-PJ-BM503H-USBK0,BM503H,"Hello,
I bought an Aurzen Boom 3 All in One speaker in June from Amazon. Recently I have been seeing a brown spot on the screen that's marring the image. The projector was supposed to last for 30,000 hours and I wanted to know if there was anything that could be done to rectify this without?having to buy a whole new projector.?
Thank you,
Kirsten",Customer reports a brown spot on the projector screen affecting the image and seeks a solution without replacing the entire projector.,TRUE,"['Display Issue', 'Other Hardware Issue']"
2025-01-09 00:00:00,US,112-0361188-9432206,AU-PJ-BM503H-USBK0,BM503H,"We purchased one of your projectors from Amazon last summer for our children°Øs birthday party. Ever since the very first time we used it there has been a circle in the top left corner no matter what show we are watching, is there anything that you can do for that? Thank you!
Michelle Monzon",Customer reports a persistent circle appearing in the top left corner of the projector display.,TRUE,['Display Issue']
2025-01-08 00:00:00,US,114-0133671-9779449,AU-PJ-BM503H-USGD0,BM503H,"The problem still persists and continues to shut off video (sound still plays) while watching about every 10 minutes. It stays off for about 2 minutes and shows video and sound for another 10 minutes and the shuts off video again. The power cord is not the issue, and while the video is off, the fan can be audibly heard. Resetting the projector has no effect. ?I do not have a video, however the order number is as below:",Projector video intermittently shuts off every 10 minutes while sound continues; resetting and power cord not resolving issue.,TRUE,"['Display Issue', 'Other Hardware Issue']"
2025-01-09 00:00:00,US,113-0993039-8159433,AU-PJ-BM503H-USBK0,BM503H,"Name: Prince. Email: princeboyd2013@gmailcom. He can turn on with remote only but not able to turn off with the remote nor with the button on the projector. He was able to do the factory reset, and everything seems to be working. Please follow up in case he encounters this again.",Customer can turn on the projector with the remote but cannot turn it off using either the remote or the projector button; factory reset was successful but issue may recur.,TRUE,['On/Off Issue']
2025-01-08 00:00:00,US,112-2241126-6239436,AU-PJ-BM503H-USGD0,BM503H,Hi. I have problem with the projector. It has a big brown spot on it. How can I fix that?,Customer reports a large brown spot on the projector and seeks a solution.,TRUE,['Display Issue']
2025-01-09 00:00:00,US,112-6309311-6706669,AU-PJ-BM503H-USBK0,BM503H,"Hi, I did see a spot on the screen that I could not remove. Thanks for identifying a possible issue with my Boom 3 projector",User noticed an unremovable spot on the projector screen and appreciates identification of the issue.,TRUE,['Display Issue']
2025-01-08 00:00:00,CA,701-7633547-4565062,AU-PJ-BM503H-CABK0,BM503H,Purchased two of the same projector (in July and August). Worked perfectly fine but the item brought in August started to project a dark spot which is uneven. I tried to fix brightness and contrast but the dark spot is still there. The lens is in perfect condition so there are no external blockage that should be causing this. I°Øve attached photos.,The second projector purchased has a persistent dark spot on the projection despite adjustments and no visible external lens issues.,TRUE,['Other Hardware Issue']
2025-01-08 00:00:00,AU,249-5210857-0539064,AU-PJ-BM503H-AUBK0,BM503H,"I'm enjoying using this projector but I'm unable to get it to connect to the wifi. My router shows on the available wifi list and has full signal but when password is entered it displays ""connection failed "". Any suggestions?",User is unable to connect the projector to WiFi despite seeing the network and entering the password.,TRUE,['Connectivity Issue']
2025-01-08 00:00:00,CA,702-5059177-2333004,AU-PJ-BM503H-CABK0,BM503H,"Bonjour
Le produit est rendu moins cher 24h apr®®s mon achat.
Possible de me faire un d®¶dommagement s'il vous pla?t?
Merci",Customer is requesting compensation because the product price dropped 24 hours after their purchase.,TRUE,['Other Issue']
2025-01-08 00:00:00,US,111-2867880-6446611,AU-PJ-BM503H-USGD0,BM503H,The remote stopped working. We°Øve replaced the batteries and it will not even turn the projector on or off. Please send a new remote,The remote control stopped working and does not turn the projector on or off even after replacing the batteries. The customer requests a replacement remote.,TRUE,['Other Hardware Issue']
2025-01-08 00:00:00,CA,701-8411848-1177008,AU-PJ-BM503H-CABK0,BM503H,"i want a refund for the price difference. I just received the item, but it is cheaper now.",Customer requests a refund due to a price drop after receiving the item.,TRUE,['Other Issue']
2025-01-08 00:00:00,CA,702-0986274-2361850,AU-PJ-BM503H-CABK0,BM503H,"Hi Monica,
Thank you for reaching out.
I would like to inform you that I got some issues with the projector.
1. I begin to notice the brownish spot on the screen.
2. The focus doesn't seem to focus sharply. Manual focus or automatic is the same.
3. I noticed that the colors are not that great, either its too low color or too much when I adjust it.
4. Remote does not work a lot of times even if it is paired with Bluetooth.
I just thought of letting you know before I return it to Amazon.
Have a great day!","The user reports multiple issues with the projector including a brownish spot on the screen, poor focus quality, color inconsistency, and unreliable remote control connectivity.",TRUE,"['Display Issue', 'Connectivity Issue', 'Other Hardware Issue']"
2025-01-08 00:00:00,US,114-1268033-1779447,AU-PJ-BM503H-USBK0,BM503H,"I purchased a Boom 3 projector on Amazon on Oct 8, 2024 and the projector is functioning perfectly but my remote has stopped working.? The batteries have been changed with no luck.? Is there any way to obtain a new remote or send mine in for replacement?
Thank you -",The customer reports that the remote for their Boom 3 projector has stopped working despite changing the batteries and is asking about obtaining a replacement.,TRUE,['Other Hardware Issue']
2025-01-08 00:00:00,US,112-7462507-8350604,AU-PJ-BM503H-USBK0,BM503H,Name: Annie Greene Email: anniegreene79@gmail.com. Issue began a few days ago. No longer projecting any light through the lens.,Device stopped projecting any light through the lens a few days ago.,TRUE,['Other Hardware Issue']
2025-01-04 00:00:00,UK,202-9600690-7772346,AU-PJ-BM503H-GBGD0,BM503H,"Got this on steep discount but had to return it. 
Display on left hand side was very fuzzy no matter how much I tried to focus etc. Sound was good and brightness was decent but had to return it in the end. 
Maybe I was expecting too much but not happy with picture quality.",The user had to return the product due to a consistently fuzzy display on the left-hand side despite efforts to adjust focus; sound and brightness were satisfactory.,TRUE,['Display Issue']
2025-01-05 00:00:00,CA,701-4158927-9880244,AU-PJ-BM503H-CABK0,BM503H,The projector has so many scratches on it. I am quite disappointed with the overall condition of the product.,Customer received a projector with many scratches and is disappointed with the product's condition.,TRUE,['Other Hardware Issue']
2025-01-08 00:00:00,UK,202-4916530-4996326,AU-PJ-BM503H-GBGD0,BM503H,"Very loud which is annoying, have I got a faulty unit? Can I be sent out a new unit to see if quiet","The user finds the device very loud and annoying, and suspects it may be faulty, requesting a replacement unit to check if it is quieter.",TRUE,"['Sound Issue', 'Other Hardware Issue']"
2025-01-14 00:00:00,US,112-5302370-1318602,AU-PJ-AD001S-USWH0,AD001S,"Was curious to know the life span on the bulb to this projector. i ordered from amazon 3 months ago and the bulb went out today, i got his for wife and kids the love it so i need to know were to purchese the replacement bulb",Customer's projector bulb stopped working after 3 months and wants to know about the bulb lifespan and where to buy a replacement.,TRUE,['Other Hardware Issue']
2025-01-14 00:00:00,US,113-8262213-8273839,AU-PJ-AD001S-USWH0,AD001S,"I sent an attachment of what the screen looks like on a white screen.? I assure use i used the correct solution suggested and also lens wipe that was sent with the projector to get and clean the screen but it didn't help.? I askari cleaned the inside with the cue tips provided. So I'm not sure what the issue is.?

On Tue, Jan 14, 2025, 00:54 Daniel Foster <truth1389@gmail.com> wrote:
Hello,? I received my projector on December 31st 2024. It was surfing great for the first week and then I turned it on the 8th day and the screen was noticeably foggy in several spots. I've tried every troubleshooting option in the website but nothing has worked.? This is not my first projector so I'm familiar with all the troubleshooting and cleaning procedures to take care of my projector. Below is my tracking and order ID. Please help!? Thank you.?
Tracking number:?TBA318392405394
Order ID: 113-8262213-8273839",Customer reports a foggy screen on the projector after initial use and unsuccessful attempts at cleaning and troubleshooting.,TRUE,"['Display Issue', 'Other Hardware Issue']"
2025-01-14 00:00:00,CA,702-2553121-0554648,AU-PJ-AD001S-CAWH0,AD001S,"I was following the instructions to clean black spots using the cotton swabs provided. However, it created a bigger smudge. Photo attached for reference. It won°Øt seem to go away with just the cotton swab. Any advice on how to fix would be appreciated.","User followed cleaning instructions using provided cotton swabs, but ended up with a bigger smudge that won't come off.",TRUE,['Other Hardware Issue']
2025-01-14 00:00:00,US,113-6741232-0840254,AU-PJ-AD001P-USDG0,AD001P,"I am trying to hook the EAZZE D1 Pro projector up to my MacBook Air through a USB cable.
However, when I click on the USB Input on the projector, it does not show a connection.
Can you please help me out?",User is unable to get the EAZZE D1 Pro projector to recognize a connection via USB input from a MacBook Air.,TRUE,['Connectivity Issue']
2025-01-14 00:00:00,US,111-0129059-7008237,AU-PJ-AD001P-USDG0,AD001P,"The projector will turn on, but the light no longer turns on.",The projector powers on but the light does not turn on.,TRUE,['Other Hardware Issue']
2025-01-14 00:00:00,US,114-4444809-5944250,AU-PJ-AD001S-USWH0,AD001S,How do I download You Tube TV? I am not finding it in your list of apps. It isn't coming up in a search.,User is unable to find or download the YouTube TV app from the list or via search.,TRUE,['Software Issue']
2025-01-14 00:00:00,CA,701-2430723-3749851,AU-PJ-AD001S-CAWH0,AD001S,"I have bought in august an Eazze projector from amazon and I have been using it from the last few months. Today, it stopped working. When I try to open it, the light on top flash from white to red a copple time and go back to red. Sometimes the fan starts but shut down immediately after few seconds.","The Eazze projector stopped working after a few months of use, with the power light flashing and the fan starting then shutting down quickly.",TRUE,"['On/Off Issue', 'Other Hardware Issue']"
2025-01-14 00:00:00,US,114-0987342-6957038,AU-PJ-AD001P-USDG0,AD001P,"Hello, I purchased a projector from you guys off Amazon less than four months ago and the projection light already has failed. It comes on the lens moves, but there°Øs no light at all.","The projector's projection light has failed within four months of purchase, with the lens moving but no light emitted.",TRUE,['Other Hardware Issue']
2025-01-14 00:00:00,US,111-2757958-0120219,AU-PJ-AD001S-USWH0,AD001S,"Hello, I am having trouble with my Aurzen Eazze projector. It will not display anything as the projector light has stopped working. I've tried to see if there was a way to replace the led but am unable to find any access to it without disassembling the unit. Can you please give any advise on this? We purchased it in October 2024 and registered for the extended warranty.","Projector light has stopped working, resulting in no display. Customer unable to access LED for replacement and seeking advice.",TRUE,"['Display Issue', 'Other Hardware Issue']"
2025-01-14 00:00:00,US,113-3833427-3149039,AU-PJ-AD001S-USWH0,AD001S,"I have been having problems with the Aurzen Eazze D1 Smart projector, it does not turn on fully. I would press the power button and it would turn on, show the logo flicking and turn back off. We believe that it is the projector lamp, however we do not know how to fix this problem. Is there anyway you can get some help with this?","The Aurzen Eazze D1 Smart projector does not turn on fully; it shows the logo flickering and then shuts off, likely due to a projector lamp issue.",TRUE,"['On/Off Issue', 'Other Hardware Issue']"
2025-01-14 00:00:00,US,111-8733091-1206610,AU-PJ-AD001S-USWH0,AD001S,"Hope you°Øre doing well, I purchased a projector a few months ago and use it at most a few hours per day and some days not at all. Two days ago the projector powered off and will not turn on since. The red light is lit and when I press the power button it attempts to start but after a second the light starts to blink, and this is all that happens. No projection is shown and I have not used it long enough to have burned out the bulb and I can see the red light indicating it is getting some type of power so I°Øm not sure what the issue is and there°Øs nothing as far as protocol for the situation in the owners manual, any help is appreciated thanks.","Projector suddenly stopped turning on, with a blinking red light and no projection, despite limited usage and power indication; no guidance in the manual.",TRUE,"['On/Off Issue', 'Other Hardware Issue', 'Documentation Issue']"
2025-01-13 00:00:00,UK,204-5128142-9617150,AU-PJ-AD001P-GBDG0,AD001P,"My projector Eazze D1 PRO bought on Amazon on 01.11.2024 suddenly stopped working, the image is not turning on, I can play and listen YouTube without image, I change the batteries, plug and unplug the cable and still not working.","The projector suddenly stopped displaying an image despite audio playing, and troubleshooting steps like changing batteries and reconnecting cables did not resolve the issue.",TRUE,"['Display Issue', 'Other Hardware Issue']"
2025-01-14 00:00:00,UK,202-7490583-7572319,AU-PJ-AD001S-GBWH0,AD001S,As soon as I turn on the option for screen cast the projector is getting disconnected from wifi,The projector disconnects from WiFi when the screen cast option is turned on.,TRUE,"['Connectivity Issue', 'Software Issue']"
2025-01-13 00:00:00,US,576737570294174101,AU-PJ-AD001S-USWH0,AD001S,"Hello, I hope this email finds?you well.
I am reaching out regarding my remote control for my projector. It has stopped working all together.?
I am looking for a replacement remote as mine will not work and I°Øm unable to control my volume.?","The remote control for the projector has stopped working, and the user is unable to control the volume, requesting a replacement.",TRUE,['Other Hardware Issue']
2025-01-14 00:00:00,UK,205-2605355-3371564,AU-PJ-AD001S-GBWH0,AD001S,"Just 20 days before I brought this projector ,but I don't know why black dot showing. Very disappointed .kindly help me to clear this issues.",Customer reports a black dot appearing on the projector just 20 days after purchase and is seeking help.,TRUE,['Display Issue']
2025-01-14 00:00:00,US,113-4568815-7975423,AU-PJ-AD001S-USWH0,AD001S,"Name: Arthur Bellos. Email: 14thegift@gmail.com. Issue began about a week and a half ago. When turning on, it is not projecting anything. Still hears fan running.",The device powers on with the fan running but does not project any image.,TRUE,"['On/Off Issue', 'Other Hardware Issue']"
2025-01-14 00:00:00,US,112-1448072-2733803,AU-PJ-AD001S-USWH0,AD001S,I wanted the money to be returned to my original payment card not the Amazon balance,Customer requests a refund to the original payment card instead of Amazon balance.,TRUE,['Other Issue']
2025-01-14 00:00:00,US,114-9545764-7457848,AU-PJ-AD001S-USWH0,AD001S,Please take a look at the video and let me know if you°Øre able to see it °≠basically like I mentioned before it turns on a blinks and then it turns off,"The device turns on, blinks, and then turns off unexpectedly.",TRUE,"['On/Off Issue', 'Other Hardware Issue']"
2025-01-14 00:00:00,UK,026-0606231-9489965,AU-PJ-AD001S-GBWH0,AD001S,"Hi, projector set up is really easy and quality is amazing considering im just projecting directly onto the wall. 
The only issue I have with it is that the projector itself can be rather noisy (running noise of fans etc), and the sound when dolby surround settings are on can cause the sound quality to drop or distort slightly when there are effects on a show/film such as loud bangs, water or waves-it's strange. The plug gets quite hot when it's been on for a while too. 
Other than that it's been a great investment and I'm really happy with the purchase. Thank you for the follow up!","The user is happy with the projector's setup and quality but reports fan noise, sound distortion with Dolby surround, and the plug getting hot after extended use.",TRUE,"['Sound Issue', 'Other Hardware Issue']"
2025-01-09 00:00:00,US,114-9867555-6494652,AU-PJ-AD001P-USDG0,AD001P,Name: Aiyana Jeffers. Very dim light coming through the lens. Fan still running. Issue began about a week ago.,"Customer reports very dim light coming through the lens while the fan is still running, starting about a week ago.",TRUE,['Other Hardware Issue']
2025-01-13 00:00:00,US,113-7085788-2654649,AU-PJ-AD001S-USWH0,AD001S,"Hello, where can I find instructions on using a gaming stick? I°Øve tried and can°Øt get it to work. Thank you",User is requesting instructions for using a gaming stick as they are unable to operate it.,TRUE,"['Documentation Issue', 'Other Hardware Issue']"
2025-01-10 00:00:00,US,111-6464740-1388242,AU-PJ-AD001S-USWH0,AD001S,Hi I°Øve tried multiple outlets and the projector will not turn on. I tried turning it on with the remote and on the system and it still won°Øt turn on. I don°Øt see any light on the machine that shows it°Øs getting power. I°Øve tried a few other DC power cables I have and still nothing :(,"The projector does not turn on despite trying multiple outlets, the remote, system controls, and different power cables.",TRUE,"['On/Off Issue', 'Other Hardware Issue']"
2025-01-13 00:00:00,US,113-0049657-8998602,AU-PJ-AD001S-USWH0,AD001S,"My projector I purchased via Amazon.com is consistently freezing up.
The only fix has been to restart the projector and reconnect. It
happens several times while I use the projector and it is
inconsistent. Please advise.",The projector frequently freezes and needs to be restarted and reconnected multiple times during use.,TRUE,"['Software Issue', 'Other Hardware Issue']"
2025-01-09 00:00:00,US,114-3245662-9910624,AU-PJ-AD001S-USWH0,AD001S,"Hello! I purchased the Eazze Series projector in August of 2024. It was working great, and I really enjoyed it. However, a couple weeks ago it started flashing a red light. I am not sure what is wrong with it. It is still under warranty and I was wondering if it could be fixed or if I could receive a replacement. I have included a photo of the bottom of the projector as well as the order information from Amazon. Thank you in advance for your help. My phone number is 502-322-7942 if that is a better way to communicate.?","The projector started flashing a red light a few weeks ago, and the user is seeking repair or replacement under warranty.",TRUE,['Other Hardware Issue']
2025-01-10 00:00:00,US,112-5886576-9876223,AU-PJ-AD001S-USWH0,AD001S,"I hope this message finds you well. I recently purchased an Aurzen projector, which I have only had since September. Unfortunately, it is not turning on properly and is flickering.
Could you please assist me with filing a warranty claim to resolve this issue? I would appreciate any instructions or steps needed to proceed.
Thank you for your help, and I look forward to your response.","The customer reports that their Aurzen projector, purchased recently, is not turning on properly and is flickering. They request assistance with filing a warranty claim.",TRUE,"['On/Off Issue', 'Display Issue']"
2025-01-09 00:00:00,US,113-0337424-5511436,AU-PJ-AD001S-USWH0,AD001S,I purchased a eazze d1 projector from amazon a few months ago and everything was fine then suddenly the projector stopped working°≠ the power button just shows a blinking orange/red light.,The projector suddenly stopped working and the power button shows a blinking orange/red light.,TRUE,"['On/Off Issue', 'Other Hardware Issue']"
2025-01-10 00:00:00,US,113-4243914-4174600,AU-PJ-AD001S-USWH0,AD001S,"Hola. Mi nombre es Camilo Elizalde. De Piedecuesta/ Santander/ Colombia.? Hace poco compr®¶ por Amazon un Aurzen Eazze D1 con pedido n 113-4243914-4174600. Lo he usado el d®™a de hoy y me he epcatado que cuando el proyector produce todos oscuros ( en especial negro) ate muestra una mancha blanca. Esta mancha blanca no es producto ni de la tela ni de la pared ( he probado proyectar en diferentes lugares) como si de un pincel muerto se tratase. Esto es frustrante pues mi proyector EST? NUEVO, me puse en contacto con Amazon y antes de solicitar el reembolso quise contactarme con ustedes.?
Si necesitan alg®≤n tipo de prueba o quieren contactar conmigo estoy atento.?","Customer reports a white spot appearing on dark or black projections from a new Aurzen Eazze D1 projector, which is not due to the projection surface.",TRUE,"['Display Issue', 'Other Hardware Issue']"
2025-01-13 00:00:00,US,112-0916281-0991405,AU-PJ-AD001S-USWH0,AD001S,"Hi I bought this product off Amazon. Yesterday the picture just started blinking and then the picture went out. There is still sound but no picture. ?I have warranty on the product, How would I go about getting it replaced? Fixed or the money back? Below I have attached my order details","The customer reports that the picture on the product started blinking and then went out, although the sound is still working. They inquire about warranty replacement, repair, or refund options.",TRUE,['Display Issue']
2025-01-09 00:00:00,US,114-5205396-5913056,AU-PJ-AD001S-USWH0,AD001S,"Good day, I purchased a Eazze series projector from Amazon in September 2024. Today the device no longer projects, it still turns on the fans and has sound output but clearly the led projector has failed. I registered this projector when purchased for the warranty at the Aurzen website.","The projector turns on but the LED projector no longer projects any image, indicating a hardware failure.",TRUE,['Other Hardware Issue']
2025-01-13 00:00:00,US,112-2568418-3213842,AU-PJ-AD001S-USWH0,AD001S,"On 09/27/2024, the order was shipped. On 10/01/2024, the product was delivered. Since that point, I've used the projector 6 times, for a total of around 20 hours or so. Last night (01/09/2025), just around 3 months of ownership, the device is failing to come on. A red and white light is flashing, with no picture or light coming out. It sounds like it's trying to load, it'll make a few crackling noises, and then powers down.
I've enjoyed it the few times I've used it, but am disappointed that it barely has made it 3 months and is already broken. If there is an easy solution to this, I'd be most appreciative in either getting a replacement park to fix it, or a new device replacement. Please let me know what options are available to me.","Projector stopped working after about 3 months, displaying flashing red and white lights, crackling noises, and failing to power on properly. User requests a solution or replacement.",TRUE,"['On/Off Issue', 'Other Hardware Issue']"
2025-01-13 00:00:00,UK,026-8718837-2037925,AU-PJ-AD001S-GBWH0,AD001S,Just a bit disappointed that I couldn't get certain UK apps such as ITVX or BBCiplayer as I have to share my screen from my phone in order to watch normal TV channels live but it was very laggy eventhough I have 1gbps internet speeds. And when watching stuff at lower volumes the fan noise is very noticeable and can be annoying.,User is disappointed about the lack of access to certain UK apps and experiences lag when screen sharing despite high internet speed; also finds the fan noise annoying at low volumes.,TRUE,"['Connectivity Issue', 'Sound Issue']"
